Unnamed: 0,Comment,Rating
12341,"Phone is overall good but camera is not so good as I expect . Camera may be better than this.there is missing fast changing whereas infinix official said that it supports fast changing but there is no fast changing support.i am too much disappointed . It takes 3hours plus to complete full charge. Design is good , battery is not so good as infinix said . Although there is 6000mah battery but it behaviour like 4000mah . Infinix should be add some more function, facilities like type c in the ag...
READ MORE",3
12342,Good Phone in price segment,5
12343,Nice,3
12344,Nice camera.. value for money...still waiting for back cover,5
12345,Nice Phone,5
12346,"Awesome phone with in a budget.
Camera is awesome 9/10
Night vision is too good..
Sound in bit low 6/10
Speed and smoothness of pubg 10/10
I have 18 w charger.
It took 2hr20 min aprx 0 to 100",5
12347,Excellent mobile thanks flipkart,5
12348,Nice product,5
12349,"Nice phone
Display. 5/5
Battery. 5/5
Camera. 4/5
Performance. 4/5",5
12350,Good,5
12351,Awsome budzet phone.,5
12352,"Superb phone
Excellent phone
At very nice price
Brilliant colour
Fabulous 90Hz display
Good delivery and support",5
12353,Best,5
12354,Nice phone,5
12355,Nice🤗🤗🤗,4
12356,"Rear camera is very good but front little bad
Performance is very good
Battery capacity is very good but charging speed slow full charging take 2h
Under 10k this phone is Better than other phone",5
12357,What a phone thanks to infinix its amazing but the battery has a small issue but its osm 6000 mah battery long life battery,5
12358,"Bought for dad , Amazing , loved it overall performance is great, speaker is also nice , must buy",5
12359,Good 👍👍👍,5
12360,Worth for price. Go ahead.,5
12361,Satisfied..👍👍,3
12362,Worth of money 💰💰,5
12363,This phone is really awesome..Im just impressed by this product..but the delivery boy is so rude..he has no manners..and also doing a bad behave,5
12364,Superb,5
12365,Exelent mobile,5
12366,Osm and fabulous phone best phone in best price and quality,4
12367,Very nice phone,5
12368,Yaaa Actually Superb phone For This Cost best,5
12369,It's too good✨,3
12370,Nice phone tq so mach Flipkart,5
12371,"Value for money.

Camera = what is the difference between 48mp and 13mp no difference i can see, this is my fourth phone from infinix, i feel the camera performance is same as 13mp (which i bought earlier).

Performance = 4.5/5
Value for money =5/5
Speed = 4.5/5
Camera = 3/5
Battery = 5/5
Display = 4.5/5
Voice quality = 4/5

Good phone, but not a great camera phone,, if you zoom photos taken it will pixelate (48 MP? , specs. creates wrong expectations), infinix should give a proper camera ph...
READ MORE",3
12372,Best mobile phone under 10k.,5
12373,Value of money,5
12374,"Magnificent phone in this price
Both Camera is good
Battery backup is superb
Amazing display",5
12375,No lags exlent go blindly game users,5
12376,Very good phone,5
12377,Good mobile,4
12378,"Wow this phone is value for money because this phone is display so long,battery so big ?",5
12379,"Best phone this price range
Best gaming phone this price reng",5
12380,Super cemera quality 👌👌👌,5
12381,This phone has a very bad network issue. Please save your money don't buy this phone. Company doesn't care about it. No one reply to your problem.,1
12382,"Performance is good
Back style.is over power❤️",5
12383,Verry nice phone,5
12384,"Camera 📷 good 4/5
Battery 🔋 5/5
Display 4/5
Amazing product
Performance 4.5/5
Value for money 4.8/5",5
12385,"It's looks amazing.. value fr money ..
My bro very happy with this phn",4
12386,"Nice shot
Best in the range
Nice picture quality..",5
12387,Very good 👍,4
12388,A super camera quality,5
12389,Value for money....,4
12390,Awesome Mobile in this Price...Simply Go for it,5
12391,I am happy very very nice phone,5
12392,PHONE IS NOT BAD BUT FLIPKART POLICY IS VERY BAD........PLEASE DO NOT BUY ANY PRODUCT OF FLIPKART ...INFINIX PHONE FLIPKART COMMESION IS HEAVY,1
12393,"Volume low
All best 👍👍👍
Below for many",5
12394,Awesome infinix mobile and infinix hot 10s also good. Battery backup is mindblowing.,5
12395,"Nice Phone , Nice Camera , Superb Battery..👌👍",5
12396,"Camera not upto the mark
Display average
Battery ok
Performance ok",3
12397,"The superb phone compares to another brand. Thanks on time delivered... Really good phone. With a premium look. The battery is excellent. Camera super, display nice, overall. Fantastic.
BARWADIH",5
12398,"Phone is good,but it is heated when it is charging",2
12399,"Mobile is very good, I am very 😊😊",5
12400,Nice phone 🥰🥰🥰🥰,5
12401,Not bad......,5
12402,Value of 💰 money this is tha best product,5
12403,"Wow very beautiful mobile and I fell better from this phone
Camera 10/8
Display 10/9
Value for money 10/10
Battery 10/9",5
12404,Very good phone in all condition and no problem in this phone all is well,5
12405,Best value for money,4
12406,Nice mobile,5
12407,"This phone is very good in this segment
Camera - 5/5
Battery - 4/5
Display - 5/5
Design - 5/5. my choice
Performance - 5/5
Value for money - 5/5
You must buy this phone if your bujhte is under 13000.. over all you want to buy this phone",5
12408,Nice product,5
12409,"Overall good but nothing too muche! Camera not so good like 48mp! Display 5.89 Inc big but light and video quality to Low, Battery parformen fine😉 , just ok",2
12410,"Not so good. previously I used INFINIX NORE 5, a far more better fone than this. Camera is said to be 48 MP, but its an eye wash. Camera is very bad, Front camera is just like 2MP era. Battery is much hyped, NOTE 5 battery was 4000mah and went far long than this one's so called 6000mah. So dont go for this mobile, you will be frustrated.",1
12411,"Use full battery life is to good camera are also perfect
Refresh rate is better but one things that is phone not charge fastly although everything is perfect.",5
12412,After use of 1 week I am totally satisfied with this phone.Everything is awesome in worth for money 👍 If you r searching for budget smartphone you can go with this...👍🏻,5
